"ppirawscore","country","q01answer","score1","q02answer","score2","q03answer","score3","q04answer","score4","q05answer","score5","q06answer","score6","q07answer","score7","q08answer","score8","q09answer","score9","q10answer","score10","ppi_mfo","id1","Partner.Name","villagecode","Village.Code.Final","propoornormal","flatproportional","squeezebetonnelimite","village_name1","villagename","Baseline","silcgroupgroupname","Poverty.Likelihood","dumPN","dumFP","dumSBL","lgPPI"
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,9681,"Manga","Village-000310","Village-000286","","","","TORODO","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,10141,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,10146,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,10757,"Manga","Village-000310","Village-000282","","","","OUAYOU","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,10967,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11141,"Manga","Village-000310","Village-000246","","","","KONLOBWAMDE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11331,"Manga","Village-000310","Village-000284","","","","DALO","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11336,"Manga","Village-000310","Village-000284","","","","DALO","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11351,"Manga","Village-000310","Village-000284","","","","DALO","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11532,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11537,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11602,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11607,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,11612,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,12201,"Kdg","Village-000310","Village-000073","","","","YARGO YARCE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,12537,"Kdg","Village-000310","Village-000274","","","","DIASSARA","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,13061,"Kdg","Village-000310","Village-000085","","","","ARBOLLE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,13435,"Kdg","Village-000310","Village-000273","","","","ULEO","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,13455,"Manga","Village-000310","Village-000256","","","","BENNA","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,13,13827,"Manga","Village-000310","Village-000251","","","","BINDE","Burkina Baseline",1,"Burkina Baseline",79.8,0,0,0,4.379524
5,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,22,11617,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",61.7,0,0,0,4.122284
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"BOUGIES, PETROLE, OU GAZ",4,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,15,10151,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,7680,"Kdg","Village-000310","Village-000070","","","","TIA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,8887,"Kdg","Village-000310","Village-000269","","","","MAO NESSIRA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,9422,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,9427,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,9432,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,10762,"Manga","Village-000310","Village-000282","","","","OUAYOU","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11146,"Manga","Village-000310","Village-000246","","","","KONLOBWAMDE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11356,"Manga","Village-000310","Village-000284","","","","DALO","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11361,"Manga","Village-000310","Village-000284","","","","DALO","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11547,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11552,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11557,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,11622,"Kdg","Village-000310","Village-000083","","","","MOUTOULOU","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,12446,"Kdg","Village-000310","Village-000275","","","","LASSANE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,13036,"Manga","Village-000310","Village-000279","","","","YOYO","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,13459,"Manga","Village-000310","Village-000256","","","","BENNA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,15,13463,"Manga","Village-000310","Village-000256","","","","BENNA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"SIX OU PLUS",7,20,8894,"Kdg","Village-000310","Village-000269","","","","MAO NESSIRA","Burkina Baseline",1,"Burkina Baseline",61.7,0,0,0,4.122284
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"DEUX",2,21,10231,"Kdg","Village-000310","Village-000270","","","","GNANSSOU","Burkina Baseline",1,"Burkina Baseline",61.7,0,0,0,4.122284
7,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"SIX OU PLUS",7,29,11912,"Kdg","Village-000310","Village-000277","","","","NAKO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
8,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"BOIS A BR?LER, OU AUTRE",0,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,16,7690,"Kdg","Village-000310","Village-000070","","","","TIA","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
8,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,16,8450,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
8,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,16,8460,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
8,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,16,8631,"Kdg","Village-000310","Village-000073","","","","YARGO YARCE","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
